"EVENTID","IDATE","IYEAR","IMONTH","IDAY","APPROXDATE","EXTENDED","RESOLUTION","COUNTRY","COUNTRY_TXT","REGION","REGION_TXT","PROVSTATE","CITY","LATITUDE","LONGITUDE","SPECIFICITY","VICINITY","LOCATION","SUMMARY","CRIT1","CRIT2","CRIT3","DOUBTTERR","ALTERNATIVE","ALTERNATIVE_TXT","MULTIPLE","SUCCESS","SUICIDE","ATTACKTYPE1","ATTACKTYPE1_TXT","ATTACKTYPE2","ATTACKTYPE2_TXT","ATTACKTYPE3","ATTACKTYPE3_TXT","TARGTYPE1","TARGTYPE1_TXT","TARGSUBTYPE1","TARGSUBTYPE1_TXT","CORP1","TARGET1","NATLTY1","NATLTY1_TXT","TARGTYPE2","TARGTYPE2_TXT","TARGSUBTYPE2","TARGSUBTYPE2_TXT","CORP2","TARGET2","NATLTY2","NATLTY2_TXT","TARGTYPE3","TARGTYPE3_TXT","TARGSUBTYPE3","TARGSUBTYPE3_TXT","CORP3","TARGET3","NATLTY3","NATLTY3_TXT","GNAME","GSUBNAME","GNAME2","GSUBNAME2","GNAME3","GSUBNAME3","MOTIVE","GUNCERTAIN1","GUNCERTAIN2","GUNCERTAIN3","INDIVIDUAL","NPERPS","NPERPCAP","CLAIMED","CLAIMMODE","CLAIMMODE_TXT","CLAIM2","CLAIMMODE2","CLAIMMODE2_TXT","CLAIM3","CLAIMMODE3","CLAIMMODE3_TXT","COMPCLAIM","WEAPTYPE1","WEAPTYPE1_TXT","WEAPSUBTYPE1","WEAPSUBTYPE1_TXT","WEAPTYPE2","WEAPTYPE2_TXT","WEAPSUBTYPE2","WEAPSUBTYPE2_TXT","WEAPTYPE3","WEAPTYPE3_TXT","WEAPSUBTYPE3","WEAPSUBTYPE3_TXT","WEAPTYPE4","WEAPTYPE4_TXT","WEAPSUBTYPE4","WEAPSUBTYPE4_TXT","WEAPDETAIL","NKILL","NKILLUS","NKILLTER","NWOUND","NWOUNDUS","NWOUNDTE","PROPERTY","PROPEXTENT","PROPEXTENT_TXT","PROPVALUE","PROPCOMMENT","ISHOSTKID","NHOSTKID","NHOSTKIDUS","NHOURS","NDAYS","DIVERT","KIDHIJCOUNTRY","RANSOM","RANSOMAMT","RANSOMAMTUS","RANSOMPAID","RANSOMPAIDUS","RANSOMNOTE","HOSTKIDOUTCOME","HOSTKIDOUTCOME_TXT","NRELEASED","ADDNOTES","SCITE1","SCITE2","SCITE3","DBSOURCE","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","RELATED"
"201401020027","2014-01-02","2014","1","2","","0","","153","Pakistan","6","South Asia","Khyber Pakhtunkhwa","Charsadda district","34.216456","71.714795","3.0","0","Incident occurred in Dhab Bhanda area","01/02/2014: An explosive device detonated near a government-run girls' high school in Dhab Bhanda area, Charsadda district, Khyber Pakhtunkhwa province, Pakistan. No casualties were reported; however, the building was damaged in the blast. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","3","Bombing/Explosion","","","","","8","Educational Institution","49","School/University/Educational Building","Government of Pakistan","Girls' High School","153","Pakistan","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","6","Explosives","12","Remote Trigger","","","","","","","","","","","","","A remote-detonated explosive device containing 2kg of explosives was used in the attack.","0","0","0","0","0","0","1","3.0","Minor (likely < $1 million)","-99.0","A high school was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""Pakistan: Blast damages Charsadda school,"" Right Vision News, January 4, 2014.","""Attacking education: Girls school in Charsadda partially destroyed in blast,"" The Express Tribune, January 2, 2014.","""Bomb targets police van in Tank, one dead,"" Pakistan Today, January 2, 2014.","START Primary Collection","-9","-9","0","-9",""
"201401020029","2014-01-02","2014","1","2","","0","","78","Greece","8","Western Europe","Attica","Athens","37.997492","23.762727","1.0","0","The incident occurred in the Glyfada neighborhood.","01/02/2014: Assailants set fire to the Social Security Organization (IKA) office in Glyfada area, Attica region, Greece. No casualties were reported; however, the building was seriously damaged. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","7","Facility/Infrastructure Attack","","","","","2","Government (General)","21","Government Building/Facility/Office","Social Security Organization (IKA)","Office","78","Greece","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","8","Incendiary","18","Arson/Fire","","","","","","","","","","","","","","0","0","0","0","0","0","1","3.0","Minor (likely < $1 million)","-99.0","The first floor of the Social Security Organization's building was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""IKA's Glyfada branch targeted by arsonists,"" Kathimerini, January 2, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201401020030","2014-01-02","2014","1","2","","0","","113","Libya","10","Middle East & North Africa","Zawiya","Sabratah","32.791562","12.489026","1.0","1","Incident occurred in Mellitah area","01/02/2014: Gunmen opened fire on Mark De Salis and Lynn Howie as they ate lunch on a beach in near Sabratah town, Zawiya district, Libya. De Salis, a British oil executive, and Howie, a citizen of New Zealand, were killed in the attack. Jund Al-Islam claimed responsibility for the incident, stating that the couple was targeted for being foreign spies.","1","1","1","0","","","0.0","1","0","2","Armed Assault","","","","","14","Private Citizens & Property","68","Named Civilian","Not Applicable","Civilian: Mark De Salis","216","Great Britain","14","Private Citizens & Property","68","Named Civilian","Not Applicable","Civilian: Lynn Howie","144","New Zealand","","","","","","","","","Jund al-Islam","","","","","","Jund Al-Islam claimed responsibility for the incident, stating that they believed the victims were spies.","0.0","","","0","-99.0","0.0","1.0","9","Other","","","","","","","","5","Firearms","5","Unknown Gun Type","","","","","","","","","","","","","","2","0","0","0","0","0","0","","","","","0.0","","","","","","","","","","","","","","","","","""Briton 'shot dead in western Libya',"" BBC, January 2, 2014.","""Briton killed   in Libya named;   kin 'devastated',"" The Gulf Today, January 5, 2014.","""Pictured: British energy worker Mark De Salis who was found executed with New Zealand woman on Libyan beach,"" Mirror.co.uk, January 5, 2014.","START Primary Collection","1","1","1","1",""
"201401020031","2014-01-02","2014","1","2","","0","","4","Afghanistan","6","South Asia","Logar","Baraki Barak district","33.969167","68.944722","3.0","0","","01/02/2014: An explosives-laden motorbike detonated targeting civilians in Baraki Barak district, Logar province, Afghanistan. Five people were killed and 15 others were wounded. No group claimed responsibility for the incident; however, officials attributed the blast to the Taliban.","1","1","1","0","","","0.0","1","0","3","Bombing/Explosion","","","","","14","Private Citizens & Property","67","Unnamed Civilian/Unspecified","Not Applicable","Civilians","4","Afghanistan","","","","","","","","","","","","","","","","","Taliban","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","6","Explosives","15","Vehicle","","","","","","","","","","","","","An explosive device planted on a motorcycle was used in the attack.","5","0","0","15","0","0","0","","","","","0.0","","","","","","","","","","","","","","","","Casualty numbers for this attack conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""Xinhua: 1st LD Writethru: 5 Killed In Eastern Afghan Explosion,"" Xinhua, January 2, 2014.","""5 killed in Logar bomb blast,"" Afghanistan Times, January 2, 2014.","""*Five Civilians Killed in Afghan Bombing,"" Saudi Press Agency, January 2, 2014.","START Primary Collection","0","0","0","0",""
"201401020032","2014-01-02","2014","1","2","","0","","60","Egypt","10","Middle East & North Africa","Gharbia","Tanta","30.787678","30.999529","1.0","0","","01/02/2014: Police discovered and defused seven explosive devices hidden in a bag near a police station in Tanta city, Gharbia governorate, Egypt. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","0","0","3","Bombing/Explosion","","","","","3","Police","22","Police Building (headquarters, station, school)","Egyptian National Police (ENP)","Police Station","60","Egypt","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","6","Explosives","14","Time Fuse","","","","","","","","","","","","","Seven timed homemade explosive devices connected to an electrical circuit were used in the attack.","0","0","0","0","0","0","0","","","","","0.0","","","","","","","","","","","","","","","","","""Seven IEDs deactivated near Tanta Police Station,"" Masress.com, January 3, 2014.","""Seven explosive devices defused in Nile Delta's Tanta,"" Ahram Online, January 3, 2014.","""Seven explosive devices defused in Nile Delta's Tanta,"" Al Ahram, January 2, 2014.","START Primary Collection","-9","-9","0","-9",""
"201401020033","2014-01-02","2014","1","2","","0","","4","Afghanistan","6","South Asia","Herat","Herat","34.346721","62.197317","1.0","0","","01/02/2014: Assailants opened fire on a Yalda Waziri in Herat city, Herat province, Afghanistan. Waziri, a senior female official, was killed in the attack. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","2","Armed Assault","","","","","2","Government (General)","18","Government Personnel (excluding police, military)","Government of Herat","Official: Yalda Waziri","4","Afghanistan","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","5","Firearms","5","Unknown Gun Type","","","","","","","","","","","","","","1","0","0","0","0","0","0","","","","","0.0","","","","","","","","","","","","","","","","","""Female official killed in Herat,"" BBC, January 2, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201401020034","2014-01-02","2014","1","2","January 2, 2014","0","","75","Germany","8","Western Europe","Berlin","Berlin","52.501532","13.40185","1.0","0","","01/02/2014: Assailants set fire to two vehicles belonging to Turkish diplomats in Berlin city, Berlin state, Germany. There were no reported casualties; however, the two vehicles were destroyed in the fire. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","7","Facility/Infrastructure Attack","","","","","7","Government (Diplomatic)","45","Diplomatic Personnel (outside of embassy, consulate)","Turkish Ministry of Foreign Affairs","Diplomats","209","Turkey","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","8","Incendiary","18","Arson/Fire","","","","","","","","","","","","","","0","0","0","0","0","0","1","3.0","Minor (likely < $1 million)","-99.0","The vehicles of two Turkish diplomats were damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""Turkish embassy cars attacked,"" Turkish Radio and Television, January 2, 2014.","""Germany launches probe into arson attack against Turkish diplomats' cars,"" Zaman, January 2, 2014.","","START Primary Collection","-9","-9","1","1",""
"201401020037","2014-01-02","2014","1","2","","0","","60","Egypt","10","Middle East & North Africa","North Sinai","Sheikh Zuweid","31.212225","34.117064","1.0","1","","01/02/2014: An assailant attempted to plant an explosive device at Sheikh Zuweid hospital in Sheikh Zuweid city, North Sinai governorate, Egypt. Soldiers shot and killed the assailant before defusing the device. No group claimed responsibility for the incident; however, the military attributed the attack to Ansar Bayt al-Maqdis (Ansar Jerusalem).","1","1","1","0","","","0.0","0","0","3","Bombing/Explosion","","","","","1","Business","6","Medical/Pharmaceutical","Sheikh Zuweid Hospital","Hospital","60","Egypt","","","","","","","","","","","","","","","","","Ansar Bayt al-Maqdis (Ansar Jerusalem)","","","","","","","0.0","","","0","1.0","0.0","0.0","","","","","","","","","","6","Explosives","16","Unknown Explosive Type","","","","","","","","","","","","","","1","0","1","0","0","0","0","","","","","0.0","","","","","","","","","","","","","","","","","""Blast kills army officer in Egypt's Sinai,"" Philippines News Agency, January 5, 2014.","""Xinhua: Egyptian Army Kills Terrorist Planting Bomb In Sinai,"" Xinhua, January 2, 2014.","""Egypt: One Terrorist Dead, 13 Arrested in North Sinai - Army Spokesman,"" AllAfrica.com, January 3, 2014.","START Primary Collection","1","1","0","1",""
"201401020046","2014-01-02","2014","1","2","","0","","228","Yemen","10","Middle East & North Africa","Hajjah","Harad","16.41489","43.10772","1.0","0","","01/02/2014: An explosive device detonated outside of a hotel in Harad city, Hajjah governorate, Yemen. There were no reported casualties; however, the building was damaged in the blast. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","3","Bombing/Explosion","","","","","1","Business","8","Hotel/Resort","Unknown","Hotel","228","Yemen","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","6","Explosives","16","Unknown Explosive Type","","","","","","","","","","","","","","0","0","0","0","0","0","1","3.0","Minor (likely < $1 million)","-99.0","Unspecified property was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""Yemen: Roundup of Security Incidents 3 January 2014,"" OSC Summary, January 2, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201401020048","2014-01-02","2014","1","2","","0","","153","Pakistan","6","South Asia","Federally Administered Tribal Areas","Ghundi","34.005697","71.343584","2.0","0","The incident occurred in the Bakarabad neighborhood of the town.","01/02/2014: An explosive device detonated at the Said Akbar Kali Girls School in Bakarabad area, Jamrud district, Federally Administered Tribal Areas, Pakistan. There were no reported casualties; however, the school was damaged in the blast. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","3","Bombing/Explosion","","","","","8","Educational Institution","49","School/University/Educational Building","Said Akbar Kali Girls School","School Building","153","Pakistan","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","6","Explosives","16","Unknown Explosive Type","","","","","","","","","","","","","","0","0","0","0","0","0","1","3.0","Minor (likely < $1 million)","-99.0","A school was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""Militants blow up girls school in Jamrud,"" Dawn (Pakistan), January 3, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201401020049","2014-01-02","2014","1","2","","1","2014-05-14","200","Syria","10","Middle East & North Africa","Unknown","Unknown","","","5.0","0","The incident occurred in the northern part of the country.","01/02/2014: Armed assailants abducted five staff members of Medecins Sans Frontieres (MSF) from a house in northern Syria. Three hostages were released on April 4, 2014, and the remaining two hostages were released on May 14, 2014. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","6","Hostage Taking (Kidnapping)","","","","","12","NGO","62","International NGO","Doctors Without Borders","Staff Members","422","International","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","13","Unknown","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","1.0","5.0","0.0","","132.0","","","-9.0","","","","","","2","Hostage(s) released by perpetrators","5.0","","""Belgian, Dane, Swede, Swiss Nationals Among MSF Staff Seized by Unknown Group in Syria,"" AFP (North European Service), January 4, 2014.","""Aid workers freed after months of Syria captivity,"" BusinessWeek, May 15, 2014.","""Activists: Bomb kills at least 43 in north Syria,"" Associated Press, May 15, 2014.","START Primary Collection","-9","-9","1","1",""
"201401020050","2014-01-02","2014","1","2","January 2, 2014","0","","37","Cameroon","11","Sub-Saharan Africa","East","Unknown","3.935741","13.843841","4.0","0","The incident occurred in the Oundjiki village in the province.","01/02/2014: Assailants attacked a group of Cameroonian soldiers in the border village of Oundjiki, East region, Cameroon. The assailants crossed into Cameroon from the Central African Republic. A village leader, two soldiers and four assailants were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Seleka.","1","1","1","0","","","0.0","1","0","2","Armed Assault","","","","","4","Military","27","Military Barracks/Base/Headquarters/Checkpost","Cameroon Armed Forces (FAC)","Base","37","Cameroon","14","Private Citizens & Property","67","Unnamed Civilian/Unspecified","Not Applicable","Villager","37","Cameroon","","","","","","","","","Seleka","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","5","Firearms","5","Unknown Gun Type","","","","","","","","","","","","","","7","0","4","0","0","0","0","","","","","0.0","","","","","","","","","","","","","","","","","""Cameroon Says Central African Rebel Attack Leaves Seven Dead,"" Bloomberg, January 3, 2014.","""Seven die in Cameroon clash between army and C.Africa gunmen,"" The Oregon Herald, January 3, 2014.","""Africa Command OSINT Daily 2 January 2014,"" OSC Summary, January 3, 2014.","START Primary Collection","1","1","0","1",""
"201401020053","2014-01-03","2014","1","3","","0","","19","Bangladesh","6","South Asia","Chittagong","Bhadur","23.105471","90.886245","1.0","0","The incident took place in Laxmipur district.","01/03/2014: Assailants threw petrol bombs and fired guns at the home of an Awami League candidate in Bhadur area, Chittagong division, Bangladesh. The candidate, Mohammad Shafiqul Islam, was not harmed in the attack and no damages were reported. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","2","Armed Assault","","","","","22","Violent Political Party","109","Party Official/Candidate/Other Personnel","Awami League","Candidate: Mohammad Shafiqul Islam","19","Bangladesh","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","5","Firearms","5","Unknown Gun Type","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","","","","","","","","","Five petrol bombs and were used in the attack.","0","0","0","0","0","0","1","3.0","Minor (likely < $1 million)","-99.0","A home was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""Bombs hurled at defiant candidate's house,"" Dhaka Tribune, January 3, 2014.","""AL rebel candidate's house comes under bomb attack,"" Financial Express Bangladesh, January 3, 2014.","","START Primary Collection","-9","-9","0","-9",""
"201401020055","2014-01-02","2014","1","2","","0","","229","Democratic Republic of the Congo","11","Sub-Saharan Africa","Kinshasa","Kinshasa","-4.389166","15.33762","1.0","0","","01/02/2014: Assailants opened fire on a military airport in Kinshasa city, Kinshasa province, Democratic Republic of the Congo. No further information about the attack is available.","1","1","0","1","1.0","Insurgency/Guerilla Action","0.0","1","0","2","Armed Assault","","","","","4","Military","27","Military Barracks/Base/Headquarters/Checkpost","Armed Forces of the Democratic Republic of the Congo (FARDC)","Military Airport","229","Democratic Republic of the Congo","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","5","Firearms","5","Unknown Gun Type","","","","","","","","","","","","","","0","0","0","0","0","0","-9","","","","It is unknown if any property was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""Shooting heard at airport in Congo's capital,"" Reuters, January 2, 2014.","""Shooting heard at airport in Congos capital,"" Big News Network, January 2, 2014.","""'Gunmen open fire at DRC airport',"" Press TV, January 3, 2014.","START Primary Collection","-9","-9","0","-9",""
"201401030005","2014-01-03","2014","1","3","","0","","153","Pakistan","6","South Asia","Khyber Pakhtunkhwa","Peshawar","34.029149","71.472235","1.0","0","Incident occurred in the Chattar area of Nasirabad","01/03/2014: Assailants opened fire on a Frontier Corps convoy in Chattar tehsil, Peshawar city, Khyber Pakhtunkhwa province, Pakistan. Two assailants were killed and one soldier was injured in the attack. The Baloch Republican Army (BRA) claimed responsibility for the incident.","1","1","0","1","1.0","Insurgency/Guerilla Action","0.0","1","0","2","Armed Assault","","","","","4","Military","29","Military Unit/Patrol/Convoy","Frontier Corps (FC)","Convoy","153","Pakistan","","","","","","","","","","","","","","","","","Baloch Republican Army (BRA)","","","","","","","0.0","","","0","-99.0","0.0","1.0","2","Call (post-incident)","","","","","","","","5","Firearms","5","Unknown Gun Type","","","","","","","","","","","","","Firearms were used in the attack.","2","0","2","1","0","0","1","3.0","Minor (likely < $1 million)","-99.0","A vehicle was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""2   attackers   killed in clash with security forces,"" Pakistan Press International, January 3, 2014.","""Highlights: Pakistan Balochistan Press 4 January 2014,"" OSC Summary, January 4, 2014.","","START Primary Collection","0","0","0","0",""
"201401030015","2014-01-03","2014","1","3","","0","","205","Thailand","5","Southeast Asia","Yala","Kabang","6.429345","101.021248","1.0","0","The incident took place in Kabang district.","01/03/2014: An explosive device detonated in front of Bangdang Nama Health Station in the Kabang subdistrict of Yala province, Thailand. The targets were police officers providing security for a group of teachers; however, the patrol had passed prior to the blast. There were no reports of casualties in the attack. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","3","Bombing/Explosion","","","","","3","Police","23","Police Patrol (including vehicles and convoys)","Royal Thai Police","Patrol","205","Thailand","8","Educational Institution","48","Teacher/Professor/Instructor","Unknown","Teachers","205","Thailand","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","6","Explosives","16","Unknown Explosive Type","","","","","","","","","","","","","Unknown explosives were used in the attack.","0","0","0","0","0","0","0","","","","","0.0","","","","","","","","","","","","","","","","","""Thailand: Ranger wounded, civilian slain in South,"" Bangkok Post Online, January 3, 2014.","""Southern Thailand: Social Media Weekly Highlights 1-7 January 2014,"" OSC Summary, January 1, 2014.","","START Primary Collection","-9","-9","0","-9",""
"201401030017","2014-01-03","2014","1","3","","0","","95","Iraq","10","Middle East & North Africa","Baghdad","Baghdad","33.303567","44.371771","1.0","0","Incident occurred in the Biayaa neighborhood.","01/03/2014: An explosive device planted on a bus detonated in Baiyaa neighborhood, Baghdad city, Baghdad governorate, Iraq. One person was killed and three others were wounded in the blast. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","3","Bombing/Explosion","","","","","19","Transportation","99","Bus (excluding tourists)","Unknown","Bus","95","Iraq","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","6","Explosives","16","Unknown Explosive Type","","","","","","","","","","","","","A bomb inside a bus was used in the attack.","1","0","0","3","0","0","1","3.0","Minor (likely < $1 million)","-99.0","The bus was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""Iraq: Roundup of Security Incidents 30 December 2013-06 January 2014,"" OSC Summary, January 7, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201401030018","2014-01-03","2014","1","3","","0","","95","Iraq","10","Middle East & North Africa","Baghdad","Baghdad","33.303567","44.371771","1.0","0","The incident took place in the al-Mashtal area.","01/03/2014: An explosive device detonated near a fast food restaurant in the Al-Mashtal area, Baghdad city, Baghdad governorate, Iraq. One person was killed and six others were wounded in the blast. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","3","Bombing/Explosion","","","","","1","Business","2","Restaurant/Bar/Café","Unknown","Fast Food Restaurant","95","Iraq","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","6","Explosives","16","Unknown Explosive Type","","","","","","","","","","","","","Unknown explosives were used in the attack.","1","0","0","6","0","0","1","3.0","Minor (likely < $1 million)","-99.0","The fast food restaurant was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""Iraq: Roundup of Security Incidents 30 December 2013-06 January 2014,"" OSC Summary, January 7, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201401030019","2014-01-03","2014","1","3","","0","","95","Iraq","10","Middle East & North Africa","Babil","Mahmudiyah","33.057992","44.354838","1.0","0","","01/03/2014: An explosive device detonated near a popular market in Mahmudiyah, Babil, Iraq. Two people were killed and three others were wounded in the blast. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","3","Bombing/Explosion","","","","","14","Private Citizens & Property","74","Marketplace/Plaza/Square","Unknown","Marketplace","95","Iraq","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","6","Explosives","16","Unknown Explosive Type","","","","","","","","","","","","","","2","0","0","3","0","0","-9","","","","It is unknown if any property was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""Iraq: Roundup of Security Incidents 30 December 2013-06 January 2014,"" OSC Summary, January 7, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201401030020","2014-01-03","2014","1","3","","0","","95","Iraq","10","Middle East & North Africa","Nineveh","Al-Qaws","36.733498","43.097581","1.0","1","","01/03/2014: An explosive device detonated in the Al-Qaws area, Nineveh governorate, Iraq. One person was killed and three others were wounded in the blast. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","3","Bombing/Explosion","","","","","14","Private Citizens & Property","67","Unnamed Civilian/Unspecified","Not Applicable","Civilians","95","Iraq","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","6","Explosives","16","Unknown Explosive Type","","","","","","","","","","","","","A roadside bomb was used in the attack.","1","0","0","3","0","0","-9","","","","It is unknown if any property was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""Iraq: Roundup of Security Incidents 30 December 2013-06 January 2014,"" OSC Summary, January 7, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201401030024","2014-01-03","2014","1","3","","0","","95","Iraq","10","Middle East & North Africa","Saladin","Tarmiyah","33.66969","44.381316","1.0","0","","01/03/2014: An explosive device detonated near a police patrol in Tarmiyah town, Saladin governorate, Iraq. One police officer was killed and three others were wounded in the blast. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","3","Bombing/Explosion","","","","","3","Police","23","Police Patrol (including vehicles and convoys)","Iraqi Police Service (IPS)","Patrol","95","Iraq","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","6","Explosives","16","Unknown Explosive Type","","","","","","","","","","","","","A roadside bomb was used in the attack.","1","0","0","3","0","0","-9","","","","It is unknown if any property was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""Iraq: Roundup of Security Incidents 30 December 2013-06 January 2014,"" OSC Summary, January 7, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201401030026","2014-01-03","2014","1","3","","0","","95","Iraq","10","Middle East & North Africa","Saladin","Tarmiyah","33.66969","44.381316","1.0","0","","01/03/2014: Assailants attacked a police precinct in Tarmiyah town, Saladin governorate, Iraq. One police officer was killed and five others were wounded in the attack. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","2","Armed Assault","","","","","3","Police","22","Police Building (headquarters, station, school)","Iraqi Police Service (IPS)","Al-Tarmiyah Police Precinct","95","Iraq","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","5","Firearms","5","Unknown Gun Type","","","","","","","","","","","","","","1","0","0","5","0","0","-9","","","","It is unknown if any property was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""Iraq: Roundup of Security Incidents 30 December 2013-06 January 2014,"" OSC Summary, January 7, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201401030028","2014-01-02","2014","1","2","","0","","95","Iraq","10","Middle East & North Africa","Diyala","Adhaim","34.275278","44.538335","1.0","0","","01/02/2014: Assailants attacked an army checkpoint in Adhaim town, Diyala governorate, Iraq. Two soldiers were killed and another soldier was wounded in the attack. No group claimed responsibility for the incident.","1","1","0","1","1.0","Insurgency/Guerilla Action","0.0","1","0","2","Armed Assault","","","","","4","Military","36","Military Checkpoint","Iraqi Army","Checkpoint","95","Iraq","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","5","Firearms","5","Unknown Gun Type","","","","","","","","","","","","","Firearms were used in the attack.","2","0","0","1","0","0","-9","","","","It is unknown if any property was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""Iraq: Roundup of Security Incidents 30 December 2013-06 January 2014,"" OSC Summary, January 7, 2014.","""Two soldiers killed and a third injured, north of Baquba.,"" National Iraq News Agency, January 3, 2014.","","START Primary Collection","-9","-9","0","-9",""
"201401030029","2014-01-03","2014","1","3","","0","","95","Iraq","10","Middle East & North Africa","Al Anbar","Abu Ghraib","33.31065","44.038206","1.0","0","The incident occurred in the Nasr al-Salam neighborhood.","01/03/2014: Assailants fired on the car of the local Sahwa Council leader in Abu Ghraib, Al Anbar, Iraq. The leader was killed in the attack. No group claimed responsibility for the incident.","1","1","1","0","","","0.0","1","0","1","Assassination","","","","","17","Terrorists/Non-State Militia","94","Non-State Militia","Sahwa Council","Local Leader","95","Iraq","","","","","","","","","","","","","","","","","Unknown","","","","","","","0.0","","","0","-99.0","0.0","0.0","","","","","","","","","","5","Firearms","5","Unknown Gun Type","","","","","","","","","","","","","Firearms were used in the attack.","1","0","0","0","0","0","1","3.0","Minor (likely < $1 million)","-99.0","The victim's vehicle was damaged in this attack.","0.0","","","","","","","","","","","","","","","","","""Iraq: Roundup of Security Incidents 30 December 2013-06 January 2014,"" OSC Summary, January 7, 2014.","","","START Primary Collection","-9","-9","0","-9",""
